_id,PARID,FULL_ADDRESS,PROPERTYHOUSENUM,PROPERTYFRACTION,PROPERTYADDRESSDIR,PROPERTYADDRESSSTREET,PROPERTYADDRESSSUF,PROPERTYADDRESSUNITDESC,PROPERTYUNITNO,PROPERTYCITY,PROPERTYSTATE,PROPERTYZIP,SCHOOLCODE,SCHOOLDESC,MUNICODE,MUNIDESC,RECORDDATE,SALEDATE,PRICE,DEEDBOOK,DEEDPAGE,SALECODE,SALEDESC,INSTRTYP,INSTRTYPDESC,latitude,longitude
3210235,0096B00176000000,"1228 BELLAIRE PL, PITTSBURGH, PA 15226",1228, ,,BELLAIRE,PL,,,PITTSBURGH,PA,15226,47,Pittsburgh,132,32nd Ward - PITTSBURGH,2024-03-14,2024-03-08,210000.0,19603,189.0,0,VALID SALE,DE,DEED,40.3929,-80.01156,Brookline
3210239,0116J00376000000,"11 VENTURE ST, PITTSBURGH, PA 15214",11, ,,VENTURE,ST,,,PITTSBURGH,PA,15214,47,Pittsburgh,126,26th Ward - PITTSBURGH,2024-03-14,2024-03-13,325000.0,19603,580.0,H,MULTI-PARCEL SALE,DE,DEED,40.484642,-80.013313,Perry North
3210243,0083N00253000000,"115 S FAIRMOUNT ST, PITTSBURGH, PA 15206",115, ,S,FAIRMOUNT,ST,,,PITTSBURGH,PA,15206,47,Pittsburgh,108,8th Ward - PITTSBURGH,2024-06-14,2024-06-06,1.0,19704,271.0,H,MULTI-PARCEL SALE,SW,SPECIAL WARRANTY,40.46353,-79.9328,Friendship
3210238,0125B00280000000,"546 LINCOLN AVE, PITTSBURGH, PA 15206",546, ,,LINCOLN,AVE,,,PITTSBURGH,PA,15206,47,Pittsburgh,112,12th Ward - PITTSBURGH,2024-03-14,2024-03-11,215000.0,19603,496.0,14,TIME ON MARKET (INSUFF/EXCESS),DE,DEED,40.461285,-79.908282,Larimer
3210246,0055C00347000000,"4237 GLEN LYTLE RD, PITTSBURGH, PA 15217",4237, ,,GLEN LYTLE,RD,,,PITTSBURGH,PA,15217,47,Pittsburgh,115,15th Ward - PITTSBURGH,2024-06-26,2024-06-24,262000.0,19717,21.0,0,VALID SALE,DE,DEED,40.422912,-79.937376,Greenfield
3210247,0006L00222000000,"347 SWEETBRIAR ST, PITTSBURGH, PA 15211",347, ,,SWEETBRIAR,ST,,,PITTSBURGH,PA,15211,47,Pittsburgh,119,19th Ward - PITTSBURGH,2024-06-26,2024-06-24,231500.0,19717,31.0,0,VALID SALE,SW,SPECIAL WARRANTY,40.435971,-80.021991,Duquesne Heights
3210245,0014J00127000000,"636 LILLIAN ST, PITTSBURGH, PA 15210",636, ,,LILLIAN,ST,,,PITTSBURGH,PA,15210,47,Pittsburgh,118,18th Ward - PITTSBURGH,2024-06-24,2024-06-10,1.0,19713,256.0,3,LOVE AND AFFECTION SALE,DE,DEED,40.418507,-79.995869,Allentown
3210248,0049A00014000000,"144 43RD ST, PITTSBURGH, PA 15201",144, ,,43RD,ST,,,PITTSBURGH,PA,15201,47,Pittsburgh,109,9th Ward - PITTSBURGH,2024-06-24,2024-06-17,807500.0,19713,186.0,0,VALID SALE,DE,DEED,40.471731,-79.962163,Central Lawrenceville
3210251,0138C00128000000,"403 MAYTIDE ST, PITTSBURGH, PA 15227",403, ,,MAYTIDE,ST,,,PITTSBURGH,PA,15227,47,Pittsburgh,129,29th Ward - PITTSBURGH,2024-06-14,2024-06-13,100000.0,19704,340.0,0,VALID SALE,DE,DEED,40.384256,-79.987206,Overbrook
3210254,0087A00001000000,"5406 BEACON ST, PITTSBURGH, PA 15217",5406, ,,BEACON,ST,,,PITTSBURGH,PA,15217,47,Pittsburgh,114,14th Ward - PITTSBURGH,2024-06-24,2024-05-29,525000.0,19713,91.0,0,VALID SALE,DE,DEED,40.433185,-79.932656,Squirrel Hill South
3210258,0019G00056000000,"0 HERSCHEL ST, PITTSBURGH, PA 15220",0, ,,HERSCHEL,ST,,,PITTSBURGH,PA,15220,47,Pittsburgh,120,20th Ward - PITTSBURGH,2024-06-24,2024-05-17,10000.0,19713,368.0,99,CORRECTIVE DEED / DUPLICATE SALE,DE,DEED,40.437972,-80.037785,Elliott
3210264,0080L00012000000,"4830 BLACKBERRY WAY, PITTSBURGH, PA 15201",4830, ,,BLACKBERRY,WAY,,,PITTSBURGH,PA,15201,47,Pittsburgh,109,9th Ward - PITTSBURGH,2024-09-03,2024-08-30,465000.0,19788,315.0,0,VALID SALE,SW,SPECIAL WARRANTY,40.476963,-79.957641,Central Lawrenceville
3210269,0025C00225000000,"3101-3103 PENN AVE, PITTSBURGH, PA 15201",3101, -3103,,PENN,AVE,,,PITTSBURGH,PA,15201,47,Pittsburgh,106,6th Ward - PITTSBURGH,2024-09-05,2024-09-13,475000.0,19790,565.0,35,CORPORATION TRANSFER,SW,SPECIAL WARRANTY,40.464653,-79.926179,East Liberty
3210278,0047D00029000000,"14 SCHUBERT ST, PITTSBURGH, PA 15212",14, ,,SCHUBERT,ST,,,PITTSBURGH,PA,15212,47,Pittsburgh,126,26th Ward - PITTSBURGH,2024-09-04,2024-09-03,1.0,19790,123.0,3,LOVE AND AFFECTION SALE,DE,DEED,40.471596,-79.986942,Spring Garden
3210280,0096J00167000000,"1203 BERKSHIRE AVE, PITTSBURGH, PA 15226",1203, ,,BERKSHIRE,AVE,,,PITTSBURGH,PA,15226,47,Pittsburgh,119,19th Ward - PITTSBURGH,2024-09-04,2024-09-03,130000.0,19790,236.0,14,TIME ON MARKET (INSUFF/EXCESS),DE,DEED,40.38925,-80.01511,Brookline
3210287,0020L00162000000,"1025 VALONIA ST, PITTSBURGH, PA 15220",1025, ,,VALONIA,ST,,,PITTSBURGH,PA,15220,47,Pittsburgh,120,20th Ward - PITTSBURGH,2024-09-05,2024-08-20,60000.0,19791,505.0,14,TIME ON MARKET (INSUFF/EXCESS),GW,GENERAL WARRANTY,40.446924,-80.037761,Elliott
3210286,0014A00247000000,"0 PEDRO WAY, PITTSBURGH, PA 15210",0, ,,PEDRO,WAY,,,PITTSBURGH,PA,15210,47,Pittsburgh,118,18th Ward - PITTSBURGH,2024-09-09,2024-08-15,1062.0,19794,217.0,GV,GOVERNMENT SALE,DE,DEED,40.423037,-79.99694,Allentown
3210292,0124K00176000A00,"6342 SHETLAND ST, PITTSBURGH, PA 15206",6342, ,,SHETLAND,ST,,,PITTSBURGH,PA,15206,47,Pittsburgh,112,12th Ward - PITTSBURGH,2024-09-09,2024-08-15,109000.0,19794,315.0,H,MULTI-PARCEL SALE,SW,SPECIAL WARRANTY,40.46511,-79.911303,Larimer
3210294,0083A00203000000,"5514 HAYS ST, PITTSBURGH, PA 15206",5514, ,,HAYS,ST,,,PITTSBURGH,PA,15206,47,Pittsburgh,111,11th Ward - PITTSBURGH,2024-12-05,2024-11-21,360000.0,19885,13.0,35,CORPORATION TRANSFER,SW,SPECIAL WARRANTY,40.47026,-79.9291,East Liberty
3210303,0071S00235000000,"3263 THAYER ST, PITTSBURGH, PA 15204",3263, ,,THAYER,ST,,,PITTSBURGH,PA,15204,47,Pittsburgh,120,20th Ward - PITTSBURGH,2024-12-09,2024-10-17,101500.0,19886,488.0,99,CORRECTIVE DEED / DUPLICATE SALE,WD,WARRANTY DEED,40.45326,-80.06792,Sheraden
3210299,0013H00013000000,"0 NILES ST, PITTSBURGH, PA 15203",0, ,,NILES,ST,,,PITTSBURGH,PA,15203,47,Pittsburgh,116,16th Ward - PITTSBURGH,2024-12-03,2024-12-02,30000.0,19881,513.0,H,MULTI-PARCEL SALE,DE,DEED,40.420464,-79.969757,South Side Slopes
3210300,0233J00072000000,"500-502 COAL ST, PITTSBURGH, PA 15221",500, -502,,COAL,ST,,,PITTSBURGH,PA,15221,46,Wilkinsburg Boro,866,Wilkinsburg  ,2024-12-06,2024-12-02,147000.0,19885,277.0,14,TIME ON MARKET (INSUFF/EXCESS),DE,DEED,40.46339,-79.937223,Bloomfield
3210305,0083J00203000000,"401 N NEGLEY AVE, PITTSBURGH, PA 15206",401, ,N,NEGLEY,AVE,,,PITTSBURGH,PA,15206,47,Pittsburgh,111,11th Ward - PITTSBURGH,2024-12-09,2024-11-25,300000.0,19887,78.0,0,VALID SALE,DE,DEED,40.466794,-79.929008,Garfield
3210313,0025C00212000200,"3080 SMALLMAN ST, PITTSBURGH, PA 15201",3080, ,,SMALLMAN,ST,,,PITTSBURGH,PA,15201,47,Pittsburgh,106,6th Ward - PITTSBURGH,2024-12-10,2024-12-05,490000.0,19889,13.0,9,OTHER INVALID SALES INDICATED,DE,DEED,40.460049,-79.972344,Strip District
3210310,0114K00195000000,"3929 CALIFORNIA AVE, PITTSBURGH, PA 15212",3929, ,,CALIFORNIA,AVE,,,PITTSBURGH,PA,15212,47,Pittsburgh,127,27th Ward - PITTSBURGH,2024-12-06,2024-12-05,91800.0,19886,135.0,9,OTHER INVALID SALES INDICATED,DE,DEED,40.485685,-80.043057,Brighton Heights
3210314,0005D00013000000,"321 MERIDAN ST, PITTSBURGH, PA 15211",321, ,,MERIDAN,ST,,,PITTSBURGH,PA,15211,47,Pittsburgh,119,19th Ward - PITTSBURGH,2024-12-06,2024-12-05,1.0,19886,258.0,3,LOVE AND AFFECTION SALE,DE,DEED,40.433059,-80.01938,Duquesne Heights
3210311,0087B00004000000,"2028 WIGHTMAN ST, PITTSBURGH, PA 15217",2028, ,,WIGHTMAN,ST,,,PITTSBURGH,PA,15217,47,Pittsburgh,114,14th Ward - PITTSBURGH,2024-12-10,2024-12-05,330000.0,19888,583.0,9,OTHER INVALID SALES INDICATED,DE,DEED,40.433136,-79.92786,Squirrel Hill South
3210317,0010C00038000000,"2539 WEBSTER AVE, PITTSBURGH, PA 15219",2539, ,,WEBSTER,AVE,,,PITTSBURGH,PA,15219,47,Pittsburgh,105,5th Ward - PITTSBURGH,2024-12-06,2024-11-30,1.0,19886,319.0,3,LOVE AND AFFECTION SALE,DE,DEED,40.45037,-79.97128,Bedford Dwellings
3210319,0046B00044000000,"2625 MAPLE AVE, PITTSBURGH, PA 15214",2625, ,,MAPLE,AVE,,,PITTSBURGH,PA,15214,47,Pittsburgh,126,26th Ward - PITTSBURGH,2024-12-06,2024-12-06,63000.0,19886,420.0,99,CORRECTIVE DEED / DUPLICATE SALE,SW,SPECIAL WARRANTY,40.471962,-80.008386,Perry South
3210320,0114P00178000000,"1902 TERMON AVE, PITTSBURGH, PA 15212",1902, ,,TERMON,AVE,,,PITTSBURGH,PA,15212,47,Pittsburgh,127,27th Ward - PITTSBURGH,2024-12-09,2024-11-22,1.0,19887,158.0,3,LOVE AND AFFECTION SALE,DE,DEED,40.482637,-80.043521,Brighton Heights
3210323,0052D00116000000,"615 S AIKEN AVE, PITTSBURGH, PA 15232",615, ,S,AIKEN,AVE,,,PITTSBURGH,PA,15232,47,Pittsburgh,107,7th Ward - PITTSBURGH,2024-12-12,2024-11-21,879400.0,19891,421.0,0,VALID SALE,DE,DEED,40.452327,-79.936231,Shadyside
3210326,0015F00236000000,"59 CLIMAX ST, PITTSBURGH, PA 15210",59, ,,CLIMAX,ST,,,PITTSBURGH,PA,15210,47,Pittsburgh,118,18th Ward - PITTSBURGH,2025-02-28,2024-07-23,1.0,19961,468.0,3,LOVE AND AFFECTION SALE,DE,DEED,40.41866,-80.00779,Beltzhoover
3210327,0019D00070000000,"701 ATTICA ST, PITTSBURGH, PA 15220",701, ,,ATTICA,ST,,,PITTSBURGH,PA,15220,47,Pittsburgh,120,20th Ward - PITTSBURGH,2024-03-15,2024-03-07,20000.0,19605,208.0,14,TIME ON MARKET (INSUFF/EXCESS),DE,DEED,40.44232,-80.03597,Elliott
3210328,0049N00060000000,"3719 PENN AVE, PITTSBURGH, PA 15201",3719, ,,PENN,AVE,,,PITTSBURGH,PA,15201,47,Pittsburgh,106,6th Ward - PITTSBURGH,2024-03-14,2024-02-29,435000.0,19604,6.0,0,VALID SALE,DE,DEED,40.464738,-79.961996,Lower Lawrenceville
3210332,0015F00031000000,"633 GRIFFIN ST, PITTSBURGH, PA 15211",633, ,,GRIFFIN,ST,,,PITTSBURGH,PA,15211,47,Pittsburgh,119,19th Ward - PITTSBURGH,2024-03-18,2024-03-14,105100.0,19606,361.0,35,CORPORATION TRANSFER,DE,DEED,40.420789,-80.011732,Mount Washington
3210333,0016P00122000000,"1336 RUTHERFORD AVE, PITTSBURGH, PA 15216",1336, ,,RUTHERFORD,AVE,,,PITTSBURGH,PA,15216,47,Pittsburgh,119,19th Ward - PITTSBURGH,2024-03-18,2024-03-11,1.0,19606,381.0,H,MULTI-PARCEL SALE,SW,SPECIAL WARRANTY,40.41466,-80.02698,Beechview
3210338,0012E00300000000,"84 S 17TH ST, PITTSBURGH, PA 15203",84, ,S,17TH,ST,,,PITTSBURGH,PA,15203,47,Pittsburgh,117,17th Ward - PITTSBURGH,2024-03-18,2024-03-04,105000.0,19607,101.0,9,OTHER INVALID SALES INDICATED,DE,DEED,40.429274,-79.982191,South Side Flats
3210339,0033R00083000000,"49 CALHOUN AVE, PITTSBURGH, PA 15210",49, ,,CALHOUN,AVE,,,PITTSBURGH,PA,15210,47,Pittsburgh,129,29th Ward - PITTSBURGH,2024-03-15,2024-03-09,149012.0,19605,448.0,0,VALID SALE,DE,DEED,40.406373,-79.989847,Carrick
3210342,0114G00233000000,"1530 PENNOCK RD, PITTSBURGH, PA 15212",1530, ,,PENNOCK,RD,,,PITTSBURGH,PA,15212,47,Pittsburgh,127,27th Ward - PITTSBURGH,2024-03-18,2024-03-12,1.0,19607,368.0,3,LOVE AND AFFECTION SALE,SW,SPECIAL WARRANTY,40.48862,-80.03898,Brighton Heights
3210355,0060G00172000000,"1419 BROWNSVILLE RD, PITTSBURGH, PA 15210",1419, ,,BROWNSVILLE,RD,,,PITTSBURGH,PA,15210,47,Pittsburgh,129,29th Ward - PITTSBURGH,2024-03-25,2024-03-19,1.0,19614,223.0,3,LOVE AND AFFECTION SALE,DE,DEED,40.40154,-79.98896,Carrick
3210354,0014M00041000000,"1725 ARLINGTON AVE, PITTSBURGH, PA 15210",1725, ,,ARLINGTON,AVE,,,PITTSBURGH,PA,15210,47,Pittsburgh,117,17th Ward - PITTSBURGH,2024-03-25,2024-03-19,1.0,19614,217.0,3,LOVE AND AFFECTION SALE,DE,DEED,40.417772,-79.985467,South Side Slopes
3210356,0167C00156000000,"0 HIGHLAND AVE, PITTSBURGH, PA 15215",0, ,,HIGHLAND,AVE,,,PITTSBURGH,PA,15215,34,Shaler Area,944,Shaler  ,2024-03-21,2024-03-21,0.0,19612,147.0,GV,GOVERNMENT SALE,CR,COURT ORDER,40.461412,-79.924825,East Liberty
3210360,0050G00296000000,"5219 COLUMBO ST, PITTSBURGH, PA 15224",5219, ,,COLUMBO,ST,,,PITTSBURGH,PA,15224,47,Pittsburgh,110,10th Ward - PITTSBURGH,2024-06-24,2024-06-24,275000.0,19713,399.0,0,VALID SALE,DE,DEED,40.469169,-79.938234,Garfield
3210367,0023S00343000000,"527 SUISMON ST, PITTSBURGH, PA 15212",527, ,,SUISMON,ST,,,PITTSBURGH,PA,15212,47,Pittsburgh,123,23rd Ward - PITTSBURGH,2024-09-12,2024-09-06,220000.0,19798,236.0,H,MULTI-PARCEL SALE,DE,DEED,40.45508,-80.000045,East Allegheny
3210373,0005C00026000000,"332 ONEIDA ST, PITTSBURGH, PA 15211",332, ,,ONEIDA,ST,,,PITTSBURGH,PA,15211,47,Pittsburgh,119,19th Ward - PITTSBURGH,2024-09-11,2024-09-09,1.0,19797,558.0,3,LOVE AND AFFECTION SALE,DE,DEED,40.43293,-80.02089,Duquesne Heights
3210379,0085H00052000100,"0 GETTYSBURG ST, PITTSBURGH, PA 15206",0, ,,GETTYSBURG,ST,,,PITTSBURGH,PA,15206,47,Pittsburgh,114,14th Ward - PITTSBURGH,2024-09-11,2024-08-27,4400.0,19798,34.0,H,MULTI-PARCEL SALE,DE,DEED,40.448751,-79.916314,Point Breeze
3210380,0084H00045000000,"100 DENNISTON ST, UNIT 61, PITTSBURGH, PA 15206",100, ,,DENNISTON,ST,UNIT,61,PITTSBURGH,PA,15206,47,Pittsburgh,107,7th Ward - PITTSBURGH,2024-09-10,2024-07-19,1.0,19796,106.0,3,LOVE AND AFFECTION SALE,DE,DEED,40.457933,-79.919714,Shadyside
3210382,0023M00098000000,"1213 LINDEN PL, PITTSBURGH, PA 15212",1213, ,,LINDEN,PL,,,PITTSBURGH,PA,15212,47,Pittsburgh,123,23rd Ward - PITTSBURGH,2024-09-09,2024-08-30,385000.0,19794,481.0,0,VALID SALE,DE,DEED,40.457404,-80.001085,East Allegheny
3210383,0011K00140000B00,"2002 FORBES AVE, PITTSBURGH, PA 15219",2002, ,,FORBES,AVE,,,PITTSBURGH,PA,15219,47,Pittsburgh,101,1st Ward  - PITTSBURGH,2024-09-11,2024-09-11,1.0,19798,105.0,3,LOVE AND AFFECTION SALE,GW,GENERAL WARRANTY,40.43719,-79.977589,Bluff
3210388,0115C00176000000,"4016 VINCETON ST, PITTSBURGH, PA 15214",4016, ,,VINCETON,ST,,,PITTSBURGH,PA,15214,47,Pittsburgh,126,26th Ward - PITTSBURGH,2024-09-10,2024-08-27,96500.0,19797,3.0,35,CORPORATION TRANSFER,DE,DEED,40.49069,-80.02241,Perry North
3210389,0033N00030000000,"367 CONNISTON AVE, PITTSBURGH, PA 15210",367, ,,CONNISTON,AVE,,,PITTSBURGH,PA,15210,47,Pittsburgh,118,18th Ward - PITTSBURGH,2024-09-10,2024-08-22,0.0,19797,135.0,H,MULTI-PARCEL SALE,SW,SPECIAL WARRANTY,40.405855,-79.99899,Bon Air
3210390,0034M00116000000,"268 INSTITUTE ST, PITTSBURGH, PA 15210",268, ,,INSTITUTE,ST,,,PITTSBURGH,PA,15210,47,Pittsburgh,118,18th Ward - PITTSBURGH,2024-09-10,2024-08-22,0.0,19797,135.0,H,MULTI-PARCEL SALE,SW,SPECIAL WARRANTY,40.407356,-80.001823,Bon Air
3210393,0062D00233000000,"2010 PLAINVIEW AVE, PITTSBURGH, PA 15226",2010, ,,PLAINVIEW,AVE,,,PITTSBURGH,PA,15226,47,Pittsburgh,119,19th Ward - PITTSBURGH,2024-09-12,2024-08-05,46000.0,19799,70.0,1,SHERIFF SALE,SD,SHERIFF DEED,40.402779,-80.017081,Brookline
3210394,0068M00163000000,"1718 DURBIN ST, PITTSBURGH, PA 15205",1718, ,,DURBIN,ST,,,PITTSBURGH,PA,15205,47,Pittsburgh,128,28th Ward - PITTSBURGH,2024-09-13,2024-09-11,1.0,19800,311.0,3,LOVE AND AFFECTION SALE,DE,DEED,40.42701,-80.06822,Oakwood
3210395,0024N00304000000,"616 LOCKHART ST, PITTSBURGH, PA 15212",616, ,,LOCKHART,ST,,,PITTSBURGH,PA,15212,47,Pittsburgh,123,23rd Ward - PITTSBURGH,2024-09-09,2024-09-04,494000.0,19795,245.0,0,VALID SALE,DE,DEED,40.452909,-79.998251,East Allegheny
3210399,0080G00013000000,"4934 HARRISON ST, PITTSBURGH, PA 15201",4934, ,,HARRISON,ST,,,PITTSBURGH,PA,15201,47,Pittsburgh,109,9th Ward - PITTSBURGH,2024-12-11,2024-12-11,75000.0,198990,342.0,16,BUILDING NOT YET ASSESSED,DE,DEED,40.478679,-79.957397,Central Lawrenceville
3210404,0035K00199000000,"1725 BROADWAY AVE, PITTSBURGH, PA 15216",1725, ,,BROADWAY,AVE,,,PITTSBURGH,PA,15216,47,Pittsburgh,119,19th Ward - PITTSBURGH,2024-12-11,2024-12-09,1.0,19890,439.0,3,LOVE AND AFFECTION SALE,SW,SPECIAL WARRANTY,40.407789,-80.025173,Beechview
3210405,0135H00099000000,"667 BALDWIN RD, PITTSBURGH, PA 15207",667, ,,BALDWIN,RD,,,PITTSBURGH,PA,15207,47,Pittsburgh,131,31st Ward - PITTSBURGH,2024-12-09,2024-10-18,200000.0,19888,176.0,14,TIME ON MARKET (INSUFF/EXCESS),DE,DEED,40.38062,-79.93453,Hays
3210408,0125B00077000000,"6524-6528 LLEWELLYN PL, PITTSBURGH, PA 15206",6524, -6528,,LLEWELLYN,PL,,,PITTSBURGH,PA,15206,47,Pittsburgh,112,12th Ward - PITTSBURGH,2024-12-11,2024-11-15,10000.0,19891,137.0,14,TIME ON MARKET (INSUFF/EXCESS),SW,SPECIAL WARRANTY,40.46173,-79.909708,Larimer
3210411,0040L00206000000,"106 CROTZER AVE, PITTSBURGH, PA 15205",106, ,,CROTZER,AVE,,,PITTSBURGH,PA,15205,47,Pittsburgh,128,28th Ward - PITTSBURGH,2024-12-12,2024-12-09,125000.0,19892,244.0,0,VALID SALE,SW,SPECIAL WARRANTY,40.436146,-80.057624,Westwood
3210412,0087K00086000000,"5818 MORROWFIELD AVE, PITTSBURGH, PA 15217",5818, ,,MORROWFIELD,AVE,,,PITTSBURGH,PA,15217,47,Pittsburgh,114,14th Ward - PITTSBURGH,2024-12-11,2024-11-26,1.0,19891,199.0,3,LOVE AND AFFECTION SALE,DE,DEED,40.4275,-79.9246,Squirrel Hill South
3210414,0095D00086000000,"144 MADELINE ST, PITTSBURGH, PA 15210",144, ,,MADELINE,ST,,,PITTSBURGH,PA,15210,47,Pittsburgh,129,29th Ward - PITTSBURGH,2024-12-13,2024-12-03,50000.0,19893,154.0,9,OTHER INVALID SALES INDICATED,SW,SPECIAL WARRANTY,40.393539,-79.983322,Carrick
3210416,0080H00057000000,"5172 KEYSTONE ST, PITTSBURGH, PA 15201",5172, ,,KEYSTONE,ST,,,PITTSBURGH,PA,15201,47,Pittsburgh,110,10th Ward - PITTSBURGH,2024-12-11,2024-12-10,160000.0,19891,218.0,9,OTHER INVALID SALES INDICATED,DE,DEED,40.4791,-79.952794,Upper Lawrenceville
3210419,0033B00361000000,"328 MOORE AVE, PITTSBURGH, PA 15210",328, ,,MOORE,AVE,,,PITTSBURGH,PA,15210,47,Pittsburgh,130,30th Ward - PITTSBURGH,2024-12-12,2024-11-12,37500.0,19892,315.0,9,OTHER INVALID SALES INDICATED,SW,SPECIAL WARRANTY,40.411713,-79.994198,Knoxville
3210421,0068M00029000000,"2 TARNER ST, PITTSBURGH, PA 15205",2, ,,TARNER,ST,,,PITTSBURGH,PA,15205,47,Pittsburgh,128,28th Ward - PITTSBURGH,2024-12-16,2024-11-12,1.0,19894,245.0,H,MULTI-PARCEL SALE,DE,DEED,40.42667,-80.06684,Oakwood
3210423,0049B00324000000,"266 44TH ST, PITTSBURGH, PA 15201",266, ,,44TH,ST,,,PITTSBURGH,PA,15201,47,Pittsburgh,109,9th Ward - PITTSBURGH,2024-12-13,2024-10-22,1.0,19893,397.0,3,LOVE AND AFFECTION SALE,DE,DEED,40.469977,-79.958078,Central Lawrenceville
3210431,0071F00239000000,"3817 MERLE ST, PITTSBURGH, PA 15204",3817, ,,MERLE,ST,,,PITTSBURGH,PA,15204,47,Pittsburgh,128,28th Ward - PITTSBURGH,2025-03-04,2024-12-09,1.0,19966,85.0,3,LOVE AND AFFECTION SALE,SW,SPECIAL WARRANTY,40.45822,-80.077976,Windgap
3210429,0127N00168000000,"2256 BEECHWOOD BLVD, PITTSBURGH, PA 15217",2256, ,,BEECHWOOD,BLVD,,,PITTSBURGH,PA,15217,47,Pittsburgh,114,14th Ward - PITTSBURGH,2024-12-17,2024-12-13,1.0,19896,37.0,3,LOVE AND AFFECTION SALE,FD,FIDUCIARY DEED,40.433999,-79.913215,Squirrel Hill South
3210439,0020R00192000000,"621 LORENZ AVE, PITTSBURGH, PA 15220",621, ,,LORENZ,AVE,,,PITTSBURGH,PA,15220,47,Pittsburgh,120,20th Ward - PITTSBURGH,2024-03-20,2024-03-14,33000.0,19609,347.0,14,TIME ON MARKET (INSUFF/EXCESS),DE,DEED,40.444968,-80.03877,Elliott
3210448,0022K00077000000,"1318 JUNIATA ST, PITTSBURGH, PA 15233",1318, ,,JUNIATA,ST,,,PITTSBURGH,PA,15233,47,Pittsburgh,121,21st Ward - PITTSBURGH,2024-03-26,2024-03-25,100000.0,19616,170.0,H,MULTI-PARCEL SALE,DE,DEED,40.457185,-80.026514,Manchester
3210461,0081E00120000000,"5400 CAMELIA ST, PITTSBURGH, PA 15201",5400, ,,CAMELIA,ST,,,PITTSBURGH,PA,15201,47,Pittsburgh,110,10th Ward - PITTSBURGH,2024-03-27,2024-03-27,51641.0,19617,404.0,99,CORRECTIVE DEED / DUPLICATE SALE,DE,DEED,40.47939,-79.94642,Stanton Heights
3210466,0049J00302000000,"219 38TH ST, PITTSBURGH, PA 15201",219, ,,38TH,ST,,,PITTSBURGH,PA,15201,47,Pittsburgh,106,6th Ward - PITTSBURGH,2024-03-28,2024-02-29,1.0,19619,129.0,3,LOVE AND AFFECTION SALE,DE,DEED,40.466552,-79.96352,Lower Lawrenceville
3210482,0054J00083000000,"401-403 SALINE ST, PITTSBURGH, PA 15207",401, -403,,SALINE,ST,,,PITTSBURGH,PA,15207,47,Pittsburgh,114,14th Ward - PITTSBURGH,2024-06-21,2024-06-04,58500.0,19711,69.0,H,MULTI-PARCEL SALE,SW,SPECIAL WARRANTY,40.427852,-79.945282,Greenfield
3210496,0028L00346000000,"3454 BATES ST, PITTSBURGH, PA 15213",3454, ,,BATES,ST,,,PITTSBURGH,PA,15213,47,Pittsburgh,104,4th Ward - PITTSBURGH,2024-07-03,2024-07-03,1.0,19725,526.0,3,LOVE AND AFFECTION SALE,DE,DEED,40.436538,-79.955328,Central Oakland
3210500,0024E00200000000,"863 VISTA ST, PITTSBURGH, PA 15212",863, ,,VISTA,ST,,,PITTSBURGH,PA,15212,47,Pittsburgh,123,23rd Ward - PITTSBURGH,2024-09-12,2024-09-12,25075.0,19799,358.0,14,TIME ON MARKET (INSUFF/EXCESS),DE,DEED,40.45848,-79.99611,East Allegheny
3210508,0120G00079000000,"6130 BUTLER ST, PITTSBURGH, PA 15201",6130, ,,BUTLER,ST,,,PITTSBURGH,PA,15201,47,Pittsburgh,110,10th Ward - PITTSBURGH,2024-09-17,2024-08-22,840000.0,19803,280.0,H,MULTI-PARCEL SALE,DE,DEED,40.487925,-79.93798,Stanton Heights
3210506,0033B00233000000,"400 ARABELLA ST, PITTSBURGH, PA 15210",400, ,,ARABELLA,ST,,,PITTSBURGH,PA,15210,47,Pittsburgh,130,30th Ward - PITTSBURGH,2024-09-17,2024-09-10,55000.0,19803,261.0,0,VALID SALE,SW,SPECIAL WARRANTY,40.412812,-79.995105,Knoxville
3210513,0023J00058000000,"520 JACKSONIA ST, PITTSBURGH, PA 15212",520, ,,JACKSONIA,ST,,,PITTSBURGH,PA,15212,47,Pittsburgh,125,25th Ward - PITTSBURGH,2024-09-18,2024-09-12,525000.0,19804,437.0,0,VALID SALE,DE,DEED,40.457418,-80.013092,Central Northside
3210524,0015F00104000000,"721 BOGGS AVE, PITTSBURGH, PA 15211",721, ,,BOGGS,AVE,,,PITTSBURGH,PA,15211,47,Pittsburgh,119,19th Ward - PITTSBURGH,2024-09-19,2024-09-10,174900.0,19806,275.0,9,OTHER INVALID SALES INDICATED,DE,DEED,40.419118,-80.01152,Mount Washington
3210535,0025C00212000500,"3080 SMALLMAN ST, PITTSBURGH, PA 15201",3080, ,,SMALLMAN,ST,,,PITTSBURGH,PA,15201,47,Pittsburgh,106,6th Ward - PITTSBURGH,2024-12-16,2024-12-16,630000.0,19896,395.0,9,OTHER INVALID SALES INDICATED,DE,DEED,40.460049,-79.972344,Strip District
3210538,0138E00049000000,"2544 LIBRARY RD, PITTSBURGH, PA 15234",2544, ,,LIBRARY,RD,,,PITTSBURGH,PA,15234,47,Pittsburgh,132,32nd Ward - PITTSBURGH,2024-12-18,2024-12-06,337500.0,19897,260.0,35,CORPORATION TRANSFER,GW,GENERAL WARRANTY,40.381445,-79.998767,Overbrook
